chr1	616	1514	chr1	98363	99134	3	1	97683	141	596	9.41e-10	7.42e-09	9.03	8.13
chr1	2146	2779	chr1	23799	24527	3	1	21700	192	227	1.31e-10	1.59e-09	9.88	8.8
chr1	2893	3856	chr1	31960	33064	4	1	29137	1067	640	1.85e-09	1.23e-08	8.73	7.91
chr1	3311	4598	chr1	25140	26544	3	1	21887	911	955	1.05e-06	1.64e-06	5.98	5.78
chr1	3371	4250	chr1	21765	22764	4	1	18454	731	145	1.05e-12	2.89e-11	11.98	10.54
chr1	4756	5267	chr1	51286	51786	3	1	46524	92	192	8.56e-12	1.72e-10	11.07	9.76
chr1	5611	6114	chr1	31768	32826	3	1	26434	81	424	6.32e-11	8.88e-10	10.2	9.05
chr1	6433	7599	chr1	29333	30092	4	1	22696	183	515	6.57e-13	1.93e-11	12.18	10.71
chr1	6439	7820	chr1	39390	40574	4	1	32852	210	805	6.85e-12	1.43e-10	11.16	9.84
chr1	7096	8029	chr1	24229	25261	3	1	17182	128	385	1.89e-10	2.13e-09	9.72	8.67
chr1	7273	8474	chr1	50610	51338	3	1	43100	173	422	6.19e-10	5.39e-09	9.21	8.27
chr1	9370	9955	chr1	24580	25389	3	1	15322	80	403	5.22e-11	7.61e-10	10.28	9.12
chr1	23048	24374	chr1	31813	32833	6	1	8612	300	423	5.09e-19	5.65e-17	18.29	16.25
chr1	24769	26812	chr1	41121	43313	8	1	16426	1190	780	5.54e-19	6.13e-17	18.26	16.21
chr1	25024	25578	chr1	2438542	2439042	3	1	2413491	353	571	1.31e-08	5.01e-08	7.88	7.3
chr1	26208	26708	chr1	34242	34750	3	1	8038	245	22	2.19e-13	7.42e-12	12.66	11.13
chr1	29180	30900	chr1	51051	52809	7	1	21890	989	543	4.88e-18	4.66e-16	17.31	15.33
chr1	29408	30376	chr1	39192	40550	4	1	9979	576	811	4.05e-10	3.88e-09	9.39	8.41
chr1	29536	30221	chr1	41324	41943	3	1	11755	347	440	5.7e-09	2.76e-08	8.24	7.56
chr1	30282	31106	chr1	49846	50894	3	1	19676	393	786	4.73e-08	1.3e-07	7.33	6.88
chr1	31736	33774	chr1	40967	42272	8	1	8864	956	681	3.23e-20	4.21e-18	19.49	17.38
chr1	32006	32783	chr1	51162	52151	4	1	19262	315	351	1.25e-12	3.38e-11	11.9	10.47
chr1	32563	33482	chr1	98356	99245	3	1	65778	593	647	9.07e-08	2.16e-07	7.04	6.66
chr1	39625	40228	chr1	55462	56359	3	1	15984	601	147	1.09e-09	8.32e-09	8.96	8.08
chr1	39636	42479	chr1	48902	51298	18	1	9042	1816	1354	1.16e-39	6.02e-37	38.94	36.22
chr1	40147	40691	chr1	34934424	34935269	3	1	34894427	449	898	1.05e-07	2.43e-07	6.98	6.61
chr1	40780	41456	chr1	96201	96901	3	1	55433	474	202	1.4e-09	9.98e-09	8.85	8
chr1	40874	42513	chr1	51325	52155	5	1	10046	820	297	3.04e-14	1.31e-12	13.52	11.88
chr1	40983	41494	chr1	97710	98723	3	1	56978	363	1265	1.55e-07	3.32e-07	6.81	6.48
chr1	41099	41893	chr1	55677	56864	3	1	14774	530	193	1.71e-09	1.16e-08	8.77	7.94
chr1	43312	44043	chr1	51442	52456	3	1	8271	111	340	8.45e-11	1.12e-09	10.07	8.95
chr1	44492	45386	chr1	99455	100183	4	1	54880	164	520	4.39e-13	1.36e-11	12.36	10.87
chr1	44745	45507	chr1	129930	130899	3	1	85288	126	319	1.02e-10	1.31e-09	9.99	8.88
chr1	45976	48190	chr1	96901	99275	10	1	51005	369	2235	6.86e-25	1.48e-22	24.16	21.83
chr1	49183	50187	chr1	97356	98385	3	1	48185	490	1332	4.45e-07	7.88e-07	6.35	6.1
chr1	50229	51046	chr1	59360	60236	3	1	9160	723	136	1.51e-09	1.06e-08	8.82	7.98
chr1	50545	52405	chr1	93312	95507	7	1	42934	872	2367	6.04e-14	2.4e-12	13.22	11.62
chr1	50608	51376	chr1	98543	99395	3	1	47977	435	527	1.93e-08	6.66e-08	7.71	7.18
chr1	51348	52505	chr1	101045	102095	4	1	49643	390	504	1.26e-11	2.38e-10	10.9	9.62
chr1	52932	53627	chr1	97729	98505	3	1	44837	109	1013	2.13e-09	1.36e-08	8.67	7.87
chr1	54633	55566	chr1	86437	87471	4	1	31854	125	808	8.57e-13	2.44e-11	12.07	10.61
chr1	56512	57220	chr1	100052	100751	3	1	43535	203	1136	1.96e-08	6.72e-08	7.71	7.17
chr1	58367	59278	chr1	95020	96060	4	1	36717	273	825	2.17e-11	3.71e-10	10.66	9.43
chr1	58369	59000	chr1	99299	100238	3	1	41084	180	675	2.86e-09	1.68e-08	8.54	7.77
chr1	58452	60277	chr1	97310	99078	6	1	38829	420	1867	2.92e-14	1.27e-12	13.53	11.9
chr1	60594	62317	chr1	99285	100570	4	1	38472	206	1126	2.43e-11	4.07e-10	10.61	9.39
chr1	86149	87615	chr1	101221	102333	3	1	14895	1116	384	1.26e-07	2.81e-07	6.9	6.55
chr1	86420	87594	chr1	2085126	2085898	3	1	1998505	953	1532	4.93e-06	6.46e-06	5.31	5.19
chr1	87111	88117	chr1	97107	98375	8	1	10127	586	1476	3.13e-19	3.58e-17	18.5	16.45
chr1	87139	88036	chr1	95089	95836	3	1	7875	526	619	5.54e-08	1.47e-07	7.26	6.83
chr1	94195	95080	chr1	23596789	23597518	3	1	23502516	1048	676	5.69e-07	9.69e-07	6.24	6.01
chr1	96749	101660	chr1	120883	124610	21	1	23542	4723	3176	5.55e-31	1.9e-28	30.26	27.72
chr1	97114	98124	chr1	105874	106750	3	1	8693	1141	152	8.3e-09	3.6e-08	8.08	7.44
chr1	99216	100793	chr1	107841	108614	5	1	8223	1603	118	8.21e-15	4.12e-13	14.09	12.39
chr1	100132	100959	chr1	141542	142651	4	1	41551	1449	1880	4.55e-07	8.03e-07	6.34	6.1
chr1	100153	102321	chr1	160278	162104	8	1	59954	2065	2372	3.2e-13	1.03e-11	12.49	10.99
chr1	100706	101622	chr1	163051	163950	3	1	62336	1055	158	7.37e-09	3.31e-08	8.13	7.48
chr1	100848	101348	chr1	31430997	31431504	3	1	31330152	616	556	6.45e-08	1.66e-07	7.19	6.78
chr1	103188	105281	chr1	121408	122710	6	1	17824	1280	1722	1.44e-11	2.64e-10	10.84	9.58
